istaigos_kodas;gydytojo_ID;laisvos_registracijos;iraso_sukurimo_data
300520299;10000002;2022-09-16 13:00;2022-09-02 03:00:00
300520299;10000002;2022-09-16 13:15;2022-09-02 03:00:00
300520299;10000002;2022-09-16 13:45;2022-09-02 03:00:00
300520299;10000002;2022-09-16 14:00;2022-09-02 03:00:00
300520299;10000002;2022-09-16 11:00;2022-09-02 03:00:00
300520299;10000002;2022-09-16 11:15;2022-09-02 03:00:00
300520299;10000002;2022-09-19 08:30;2022-09-02 03:00:00
300520299;10000002;2022-09-19 09:00;2022-09-02 03:00:00
300520299;10000002;2022-09-19 09:15;2022-09-02 03:00:00
300520299;10000002;2022-09-19 10:45;2022-09-02 03:00:00
300520299;10000002;2022-09-19 11:30;2022-09-02 03:00:00
300520299;10000002;2022-09-19 12:00;2022-09-02 03:00:00
300520299;10000002;2022-09-19 12:15;2022-09-02 03:00:00
300520299;10000002;2022-09-19 12:30;2022-09-02 03:00:00
300520299;10000002;2022-09-19 12:45;2022-09-02 03:00:00
300520299;10000002;2022-09-19 13:00;2022-09-02 03:00:00
300520299;10000002;2022-09-19 13:15;2022-09-02 03:00:00
300520299;10000002;2022-09-19 13:30;2022-09-02 03:00:00
300520299;10000002;2022-09-19 13:45;2022-09-02 03:00:00
300520299;10000002;2022-09-19 11:00;2022-09-02 03:00:00
300520299;10000002;2022-09-19 11:15;2022-09-02 03:00:00
300520299;10000002;2022-09-21 07:30;2022-09-02 03:00:00
300520299;10000002;2022-09-21 09:00;2022-09-02 03:00:00
300520299;10000002;2022-09-21 09:15;2022-09-02 03:00:00
300520299;10000002;2022-09-21 11:45;2022-09-02 03:00:00
300520299;10000002;2022-09-21 12:00;2022-09-02 03:00:00
300520299;10000002;2022-09-21 12:15;2022-09-02 03:00:00
300520299;10000002;2022-09-21 12:30;2022-09-02 03:00:00
300520299;10000002;2022-09-21 12:45;2022-09-02 03:00:00
300520299;10000002;2022-09-21 13:00;2022-09-02 03:00:00
300520299;10000002;2022-09-21 13:15;2022-09-02 03:00:00
300520299;10000002;2022-09-21 13:30;2022-09-02 03:00:00
300520299;10000002;2022-09-21 13:45;2022-09-02 03:00:00
300520299;10000002;2022-09-21 14:00;2022-09-02 03:00:00
